web-scraper-order,web-scraper-start-url,Details,superficie,addresse,prix,image_lien-src
"1705966121-241","https://www.expat-dakar.com/terrains-a-vendre?page=32","Terrain en bail à vendre à La Lagune de Somone","1,800 m²","Somone,
Thiès","153 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5b94d60d9f14af428e0dbe1ceda7312a/-/horizon-files-prod/ed/picture/qdeknw45/f3beed02fffc3b1006efb2babbda7ffc734e2bc3.jpg"
"1705966121-242","https://www.expat-dakar.com/terrains-a-vendre?page=32","TERRAIN À VENDRE 600m2 à YÉNE KELLÉ","600 m²","Yene,
Dakar","20 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c22ca8dd8744f910a8a6ff1e9ed7204/-/horizon-files-prod/ed/picture/qdekne50/15949f53da342a2ff406366800f016e3c9c2b02a.jpg"
"1705966121-243","https://www.expat-dakar.com/terrains-a-vendre?page=32","Terrain à vendre à MBORO","300 m²","Mboro,
Thiès","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/acb85d33dc24e04ed65cf42d8b070521/-/horizon-files-prod/ed/picture/qenqvgzd/390da455b54b94cbab32bd36cb37d65d9121fb01.jpg"
"1705966121-244","https://www.expat-dakar.com/terrains-a-vendre?page=32","Un terrain angle 297m2 á vendre Mamelle","297 m²","VDN,
Dakar","133 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5cb7e903139678c4bb3d40ac15707522/-/horizon-files-prod/ed/picture/q0gw9vex/861ffe626a2845adf0b89909156b3d31e1591ca1.jpg"
"1705966121-245","https://www.expat-dakar.com/terrains-a-vendre?page=32","Terrain titre foncier individuel","200 m²","Ndiakhirate,
Dakar","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/44f574b600b052c89862999be3fd4871/-/horizon-files-prod/ed/picture/qrzqj7m9/3456416862396942cee4aa96f3f67b9998720858.jpg"
"1705966121-246","https://www.expat-dakar.com/terrains-a-vendre?page=32","Terrain de 1600 m2 à vendre à Warang","","Warang,
Thiès","30 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b496859bac50ecdbb944f17f959c459/-/horizon-files-prod/ed/picture/qgq9d240/52f0c5b72504338e5437ab876ce72eadf05c79de.jpg"
"1705966121-247","https://www.expat-dakar.com/terrains-a-vendre?page=32","Terrain 400m² à vendre à la zac Nord de Thies","400 m²","Thiès,
Thiès","26 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b15a750e2699d2ab97870455d2a984f/-/horizon-files-prod/ed/picture/q785wm2m/3ef1b486a4b1b8cf8db201088df0fee018e60a5a.jpg"
"1705966142-248","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705966142-249","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966142-250","https://www.expat-dakar.com/terrains-a-vendre?page=31","","","","",""
"1705966142-251","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrains 4 hectares à Sebikotane","40,000 m²","Sebikotane,
Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce2b1d8d037d77b52cfd60c0eaf60f7f/-/horizon-files-prod/ed/picture/q7850qzj/61ae06ef769e2bd69006471cde3b54b21403009f.jpg"
"1705966142-252","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrain ni de 1.000 m2 bail individuel Mermoz sotrac","1,000 m²","Mermoz,
Dakar","1 250 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae64882eac4b91a2d984a6ad78618c81/-/horizon-files-prod/ed/picture/qv4ezgdm/0b22ec14f59d197334e71ad8dd07b4b60941e6f8.jpg"
"1705966142-253","https://www.expat-dakar.com/terrains-a-vendre?page=31","Un terrain de 300m2 à vendre Malika plage 2nd position","300 m²","VDN,
Dakar","55 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f1fbe6717e255ed20cda93e9a109e1a/-/horizon-files-prod/ed/picture/qkrg0pmm/6a88a25da7945961fae7d0dbada227cd08e3c844.jpg"
"1705966142-254","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrain en face de la nationale N1","400 m²","Mbao,
Dakar","140 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/e30507862babdf0bc27ac3af5bc7f238/-/horizon-files-prod/ed/picture/qrz295w5/66f45515ca8d25ecc2e47534b5e2d719a8c8bff1.jpg"
"1705966142-255","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrain à vendre à Niakoulrab","150 m²","Niakoul rap,
Dakar","8 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/69c6b650042e1f72067b91bd91aea37a/-/horizon-files-prod/ed/picture/qk9gkdn/7bfeeb6fce3453280ab64971b31de99fec0f0b2b.jpg"
"1705966142-256","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrain d'angle en face cité apix","300 m²","Tivaouane peulh,
Dakar","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/655f20fe10d508a72a89adcca9045aab/-/horizon-files-prod/ed/picture/qzv4ngxd/20f8b067b984023cd50059a48cce557c4fe20c30.jpg"
"1705966142-257","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrain à vendre au almadie","892 m²","Almadies,
Dakar","670 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a77428f32140ac38138d3ffca1d7ea0/-/horizon-files-prod/ed/picture/qgq98mqm/26832ab375e88f432ddb3ea01a738e8587f8efb8.jpg"
"1705966142-258","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrain à vendre à kirene","300 m²","Diass,
Thiès","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f782c3171d688f0cd8e2ab336873f76f/-/horizon-files-prod/ed/picture/q2jqwkgv/c779e112461096bf2782186cb246bca3b70e59ec.jpg"
"1705966142-259","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrain prés de l'autoroute à Almadie 2 Rufisque","150 m²","Almadies 2,
Dakar","30 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f7645bcbb9798962e710e809487224b/-/horizon-files-prod/ed/picture/q6xkqxqz/972e0eb1bf79478b45b67ddb538dae116e2f876a.jpg"
"1705966142-260","https://www.expat-dakar.com/terrains-a-vendre?page=31","Terrain à vendre à thies 225m2","225 m²","Thiès,
Thiès","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b216aa893845f0c1fc1b42be991ac2e3/-/horizon-files-prod/ed/picture/qq47qn77/d6d8660988afe42185a6989aec5b9defd1b3bce4.jpg"
"1705966167-261","https://www.expat-dakar.com/terrains-a-vendre?page=30","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705966167-262","https://www.expat-dakar.com/terrains-a-vendre?page=30","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966167-263","https://www.expat-dakar.com/terrains-a-vendre?page=30","","","","",""
"1705966167-264","https://www.expat-dakar.com/terrains-a-vendre?page=30","TERRAIN À VENDRE LAC ROSE","140,000 m²","Lac Rose,
Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ea3506c2969eb76b5e3f482e35574c1/-/horizon-files-prod/ed/picture/qm5pnj89/034a4a1bcb9aad6aad44e58ece224f78f9384440.png"
"1705966167-265","https://www.expat-dakar.com/terrains-a-vendre?page=30","Terrains à vendre à lac Rose","150 m²","Lac Rose,
Dakar","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/300ba61ad337e08de030d0c908c46539/-/horizon-files-prod/ed/picture/qngxwjkx/414aac324aa162dc360ddad1ff808291da3a2dd9.jpg"
"1705966167-266","https://www.expat-dakar.com/terrains-a-vendre?page=30","Terrains à vendre à thies","500,000 m²","Thiès,
Thiès","225 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/e428140f97d73cddbf9370fdaf77882e/-/horizon-files-prod/ed/picture/q785g0rn/c9f9d0afae39c48f52fe42c5b5498b3b3b43223f.jpg"
"1705966167-267","https://www.expat-dakar.com/terrains-a-vendre?page=30","Terrain 150m2 à vendre à NDIAKHIRATE Peulh","150 m²","Ndiakhirate,
Dakar","4 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/28e239518f409a4ce01c9eaddd4303c0/-/horizon-files-prod/ed/picture/qdekk95m/b4c27c940bc71b35c1f62864a3b6192f9e0090fa.jpg"
"1705966167-268","https://www.expat-dakar.com/terrains-a-vendre?page=30","Terrain de 300m2 à vendre à Toubab Dialaw","","Toubab Dialaw,
Thiès","17 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f30991fb25689e335f0846cb57924239/-/horizon-files-prod/ed/picture/q566e09x/f95fa90765fe950306dfa93401ba769024cccc60.jpg"
"1705966167-269","https://www.expat-dakar.com/terrains-a-vendre?page=30","Villa à démolir à Dieupeul 450 m2 Tf","450 m²","Dieuppeul,
Dakar","250 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/71c945596dd0c75f0b667da5aa87e78e/-/horizon-files-prod/ed/picture/qzvdxrvv/1788280d4987c8b4bddf5750f870226ebeef6c24.jpg"
"1705966167-270","https://www.expat-dakar.com/terrains-a-vendre?page=30","Terrains TF 4 hectares à SALY PORTUGAL","","Saly Portudal,
Thiès","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8712c423124700f570f3ffb823ea459/-/horizon-files-prod/ed/picture/q8v5k5mn/f39b5074ec144e42d98374e63fca450606423701.jpg"
"1705966167-271","https://www.expat-dakar.com/terrains-a-vendre?page=30","TERRAINS ET VILLAS A VENDRE","1 m²","Hann maristes,
Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a28567c723283cf21e84b0119feca392/-/horizon-files-prod/ed/picture/q9m9g5vv/829e646d606fd22e73c77b431303b5883895c6cd.jpg"
"1705966167-272","https://www.expat-dakar.com/terrains-a-vendre?page=30","TERRAIN A VENDRE","200 m²","Keur Massar,
Dakar","16 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfcdbd8ff74047177f48b74298721dfb/-/horizon-files-prod/ed/picture/qdekn052/96d225d91431bdf48d4c531a4783af8a857c7a68.jpg"
"1705966167-273","https://www.expat-dakar.com/terrains-a-vendre?page=30","Des lots de terrains à vendre","200 m²","Mbour,
Thiès","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5eabd91c35070bc059c323dbb9ef780f/-/horizon-files-prod/ed/picture/q2jqwpp8/2e1f0f794a465cb6ea4828d620cf12ff06042098.jpg"
"1705966191-274","https://www.expat-dakar.com/terrains-a-vendre?page=29","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705966191-275","https://www.expat-dakar.com/terrains-a-vendre?page=29","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966191-276","https://www.expat-dakar.com/terrains-a-vendre?page=29","","","","",""
"1705966191-277","https://www.expat-dakar.com/terrains-a-vendre?page=29","Terrain à vendre dakar haut plateau titre foncier","1,800 m²","Plateau,
Dakar","4 500 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3bf958a9964155fb3fbbc991ec7a3912/-/horizon-files-prod/ed/picture/qkr584gz/4c5b31cc440af2611e72845f6607b2b46b0eb8fb.jpg"
"1705966191-278","https://www.expat-dakar.com/terrains-a-vendre?page=29","Terrain à vendre à castor titre foncier pour investisseur","4,500 m²","Castor,
Dakar","1 250 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/dd7ea6ce76eba0497b94a07c88849f33/-/horizon-files-prod/ed/picture/qrzvz6k5/ed6cfd95a9c1922e79c69e86fb735d9f6df08c83.jpg"
"1705966191-279","https://www.expat-dakar.com/terrains-a-vendre?page=29","Terrain à vendre à dakar plateau avec vue sur mer","2,000 m²","Plateau,
Dakar","5 000 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/e1858e856d5cdad40e6d7ccbeaab3df0/-/horizon-files-prod/ed/picture/qv4e4q5x/fed452268ff9865adaea80125fa3f0f5c7c3fc13.jpg"
"1705966191-280","https://www.expat-dakar.com/terrains-a-vendre?page=29","Terrains de 150m2 titre foncier à vendre aux almadies","150 m²","Almadies,
Dakar","90 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/90b8f91e41a95b28deeb3724d4601f5d/-/horizon-files-prod/ed/picture/qrzvz0k9/747b538863b9193bb0b4092a82b8302d38f83f43.jpg"
"1705966191-281","https://www.expat-dakar.com/terrains-a-vendre?page=29","Terrain d'angle à Thies","375 m²","Thiès,
Thiès","32 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/65af50851c17c69a351ade3b2bb4e4f9/-/horizon-files-prod/ed/picture/q6xk5mw8/79730a954ff108c6eff6fff1a84433cc9e1b8a63.jpg"
"1705966191-282","https://www.expat-dakar.com/terrains-a-vendre?page=29","TERRAIN 5HECTARES EN VENTE DIAMNIADIO","50,000 m²","Diamniadio,
Dakar","3 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b940ba127d53faa632f5623b2ff492f/-/horizon-files-prod/ed/picture/qwem6vzj/35eb8856a2e9c9a209ecc64cd9e3e4816fb6084f.jpg"
"1705966191-283","https://www.expat-dakar.com/terrains-a-vendre?page=29","Vente Terrain 14 000m2 Cité Hacienda","14,000 m²","Dalifort,
Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/c98c8b119770fcc827ae44576cbf2e36/-/horizon-files-prod/ed/picture/qq476vv6/f889278bf606228df15403d86b5e6bbbcbeea93e.jpg"
"1705966191-284","https://www.expat-dakar.com/terrains-a-vendre?page=29","Des terrains à vendre aux Almadies (Recasement 1et 2)","200 m²","Almadies,
Dakar","105 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a813fb185703077ba7510cfcdaddba1/-/horizon-files-prod/ed/picture/q0g2097z/7886010eee185d940dd59036a5f9d53b07042f96.png"
"1705966191-285","https://www.expat-dakar.com/terrains-a-vendre?page=29","Terrain à vendre à lac rose","200 m²","Lac Rose,
Dakar","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/c00c1f94744707c4d6b10ca7a13b9a3c/-/horizon-files-prod/ed/picture/qq47wne7/b6d34df3b37915c8ce29bc2c9c719b392c2a799e.jpg"
"1705966191-286","https://www.expat-dakar.com/terrains-a-vendre?page=29","Terrain titre foncier","150 m²","Keur Massar,
Dakar","22 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ee187186d7acc15c4f522a93f2dcb84/-/horizon-files-prod/ed/picture/qpd66rwv/1df196ffc455ab1495c1e769a3e0a9b17a4404fe.jpg"
"1705966210-287","https://www.expat-dakar.com/terrains-a-vendre?page=28","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705966210-288","https://www.expat-dakar.com/terrains-a-vendre?page=28","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966210-289","https://www.expat-dakar.com/terrains-a-vendre?page=28","","","","",""
"1705966210-290","https://www.expat-dakar.com/terrains-a-vendre?page=28","lot de terrains croisement niagues","150 m²","Niague,
Dakar","7 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0bff57a75c0f27f3dcf9f2de87bc62b2/-/horizon-files-prod/ed/picture/q0g2jxem/bab439db202491189f53d895ad6f6947b04f6448.jpg"
"1705966210-291","https://www.expat-dakar.com/terrains-a-vendre?page=28","Lot de terrain à Niakoul'Rap","150 m²","Niakoul rap,
Dakar","7 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c31c25d5746fe7c99c7b4368a54b570/-/horizon-files-prod/ed/picture/q566pg70/54609dd9c06e2bfeffcf2a9c8eba97bac954d3ff.jpg"
"1705966210-292","https://www.expat-dakar.com/terrains-a-vendre?page=28","Lotissement à Niakourap","","Niakoul rap,
Dakar","7 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f50239e64470eaa36a294af44bdd0f6c/-/horizon-files-prod/ed/picture/q9m99r4w/ff6fac68caff51fb6b9e225fd4cbcad211f11157.jpg"
"1705966210-293","https://www.expat-dakar.com/terrains-a-vendre?page=28","Des terrains à vendre à Yene","150 m²","Yene,
Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b0d39879f4ccfbeb2b477b87604c1d2/-/horizon-files-prod/ed/picture/q448pwg9/df97e7de33c931f0a10057edb1fee35db0274181.jpg"
"1705966210-294","https://www.expat-dakar.com/terrains-a-vendre?page=28","Terrain à vendre zone meridien almadies","2,000 m²","Almadies,
Dakar","2 600 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a761c19d9f146b2203f760473a3b83be/-/horizon-files-prod/ed/picture/q2jqgn92/a23d51424de84c9c03c23502439ddf651ecbf7f5.jpg"
"1705966210-295","https://www.expat-dakar.com/terrains-a-vendre?page=28","Terrain 450 m2 A vendre à Toubab Dialaw","450 m²","Hann maristes,
Dakar","23 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/901c51f02b9a9627a28f997b6caefee9/-/horizon-files-prod/ed/picture/qv447kpk/512fdac399fd589e8ad4a4908e768b7163c6290b.jpg"
"1705966210-296","https://www.expat-dakar.com/terrains-a-vendre?page=28","Terrain 150m2 à 300m station Shell Almadie 2","150 m²","Hann maristes,
Dakar","28 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f1bd020d1ba1d1cc755348bfdd41c4b/-/horizon-files-prod/ed/picture/qngdnm7g/4867ae564b0165cdd3d427836d4917cea8f85178.jpg"
"1705966210-297","https://www.expat-dakar.com/terrains-a-vendre?page=28","Terrain de 1000m2 titre foncier à vendre","1,000 m²","Almadies,
Dakar","1 300 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d9f931b1fe0c6d201bdf4676efc2b4c/-/horizon-files-prod/ed/picture/qwe2w5n5/ff52f4e8a6a309b93d84a49c09dd81e86d6a5c4e.jpg"
"1705966210-298","https://www.expat-dakar.com/terrains-a-vendre?page=28","Terrain à vendre à fenêtre mermoz","15,000 m²","Fenêtre mermoz,
Dakar","19 500 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/fcf3d6e3392262a05d556dbe43e9f760/-/horizon-files-prod/ed/picture/qq4d2zpv/cf729acf2834f508c4d70351ebc34c2196b7933b.jpg"
"1705966210-299","https://www.expat-dakar.com/terrains-a-vendre?page=28","Terrain de 310m2 titre foncier aux almadies à vendre","310 m²","Almadies,
Dakar","180 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2147bb3d98574d27e125dbb9aea331d7/-/horizon-files-prod/ed/picture/q8vz4e5n/d45b4244381d8c87e7bc2ebbd7660055cbf9c324.jpg"
"1705966230-300","https://www.expat-dakar.com/terrains-a-vendre?page=27","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705966230-301","https://www.expat-dakar.com/terrains-a-vendre?page=27","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966230-302","https://www.expat-dakar.com/terrains-a-vendre?page=27","","","","",""
"1705966230-303","https://www.expat-dakar.com/terrains-a-vendre?page=27","Terrain pied dans l’eau yoff ocean","1,100 m²","Yoff,
Dakar","100 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/79a703c5b040216667f5774abc79120a/-/horizon-files-prod/ed/picture/qkrg0jxz/ebebffd18bd7edafe1b78d5f2d3d9a27f8cae8e8.jpg"
"1705966230-304","https://www.expat-dakar.com/terrains-a-vendre?page=27","Terrain à vendre Zac Mbao","150 m²","Zac Mbao,
Dakar","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4fb43281e9ee2011d5855848788396e9/-/horizon-files-prod/ed/picture/qwe2w4r4/b1e98fa7a159cc4c0a7ab28de496a139fad52a19.jpg"
"1705966230-305","https://www.expat-dakar.com/terrains-a-vendre?page=27","Millenium city lotissement de 20 hectares","150 m²","Niague,
Dakar","11 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b4547120cc3c42232d6b319ba76a323b/-/horizon-files-prod/ed/picture/q6xk5qdd/230186207baba32b7e381fdc629e051ca2791d90.jpg"
"1705966230-306","https://www.expat-dakar.com/terrains-a-vendre?page=27","Terrain à vendre","150 m²","Ndiakhirate,
Dakar","20 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/fae2c845019c0bc40f0fc703165dcdec/-/horizon-files-prod/ed/picture/qenqw4n6/91de50496d410327a669dffd501f9378d32444ac.jpg"
